Study_ID,Sample_ID,Site,Site_code,Long,Lat,Blank_collection_method,Blank_Type,Sample_Type,Family,Order,Stage,Metamorphosis,Exposure,Stream_Type,Month,Water_Temp,Dissolved_oxygen,Conductivity,Total_Phosphorus,Total_Dissolved_Solids,Total_Suspended_Solids,Ammonia,Total_Organic_Carbon,pH,Dissolved_Nitrogen,Nitrate,Nitrite,Dissolved_Organic_Carbon,Orthophosphate
KK2008,CUSHBR_MB_Araneid_1,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2009,CUSHBR_MB_Araneid_2,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2010,CUSHBR_MB_Araneid_3,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2011,CUSHBR_MB_Araneid_4,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2012,CUSHBR_MB_Araneid_5,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2013,CUSHBR_MB_Araneid_6,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2014,CUSHBR_MB_Araneid_7,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2015,CUSHBR_MB_Araneid_8,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2016,SUNAL_MB_Araneid_1,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2017,SUNAL_MB_Araneid_2,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2018,SUNAL_MB_Araneid_3,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2019,SUNAL_MB_Araneid_4,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2020,SUNAL_MB_Araneid_5,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2021,SUNAL_MB_Araneid_6,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2022,SUNAL_MB_Araneid_7,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2023,SUNAL_MB_Araneid_8,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Araneidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2024,POLFLT_MB_Araneid_1,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2025,POLFLT_MB_Araneid_2,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2026,POLFLT_MB_Araneid_3,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2027,POLFLT_MB_Araneid_4,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2028,POLFLT_MB_Araneid_5,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2029,POLFLT_MB_Araneid_6,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2030,POLFLT_MB_Araneid_7,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2031,POLFLT_MB_Araneid_8,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Araneidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2032,COCH_MB_Tetragnatha_1,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2033,COCH_MB_Tetragnatha_2,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2034,COCH_MB_Tetragnatha_3,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2035,COCH_MB_Tetragnatha_4,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2036,COCH_MB_Tetragnatha_5,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2037,COCH_MB_Tetragnatha_6,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2038,COCH_MB_Tetragnatha_7,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2039,COCH_MB_Tetragnatha_8,Cochrane,COCH,-114.490806,51.185778,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2040,GRVBR_MB_Tetragnatha_1,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2041,GRVBR_MB_Tetragnatha_2,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2042,GRVBR_MB_Tetragnatha_3,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2043,GRVBR_MB_Tetragnatha_4,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2044,GRVBR_MB_Tetragnatha_5,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2045,GRVBR_MB_Tetragnatha_6,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2046,GRVBR_MB_Tetragnatha_7,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2047,GRVBR_MB_Tetragnatha_8,Graves Bridge,GRVBR,-114.022,50.98931,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2048,CUSHBR_MB_Tetragnatha_1,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2049,CUSHBR_MB_Tetragnatha_2,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2050,CUSHBR_MB_Tetragnatha_3,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2051,CUSHBR_MB_Tetragnatha_4,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2052,CUSHBR_MB_Tetragnatha_5,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2053,CUSHBR_MB_Tetragnatha_6,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2054,CUSHBR_MB_Tetragnatha_7,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2055,CUSHBR_MB_Tetragnatha_8,Cushing Bridge,CUSHBR,-114.010721,51.039244,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2056,SUNAL_MB_Tetragnatha_1,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2057,SUNAL_MB_Tetragnatha_2,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2058,SUNAL_MB_Tetragnatha_3,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2059,SUNAL_MB_Tetragnatha_4,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2060,SUNAL_MB_Tetragnatha_5,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2061,SUNAL_MB_Tetragnatha_6,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2062,SUNAL_MB_Tetragnatha_7,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2063,SUNAL_MB_Tetragnatha_8,Sunalta,SUN,-114.112,51.04707,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2064,POLFLT_MB_Tetragnatha_1,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2065,POLFLT_MB_Tetragnatha_2,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2066,POLFLT_MB_Tetragnatha_3,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2067,POLFLT_MB_Tetragnatha_4,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2068,POLFLT_MB_Tetragnatha_5,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2069,POLFLT_MB_Tetragnatha_6,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2070,POLFLT_MB_Tetragnatha_7,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2071,POLFLT_MB_Tetragnatha_8,Policeman Flats,PMF,-113.946021,50.845144,No_blank,,Sample,Tetragnathidae,Araneae,Spiders,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2072,COCH_MB_SHEET_BL_1,Cochrane,COCH,-114.490806,51.185778,Sheet,Bedsheet,Blank,,,,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2073,COCH_MB_SHEET_BL_2,Cochrane,COCH,-114.490806,51.185778,Sheet,Bedsheet,Blank,,,,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2074,POLFLT_MB_SHEET_BL_1,Policeman Flats,PMF,-113.946021,50.845144,Sheet,Bedsheet,Blank,,,,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2075,POLFLT_MB_SHEET_BL_2,Policeman Flats,PMF,-113.946021,50.845144,Sheet,Bedsheet,Blank,,,,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2076,COCH_1_Ad_Chiro_MB_1,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2077,COCH_1_Ad_Chiro_MB_2,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2079,COCH_1_Ad_Chiro_MB_4,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2080,COCH_1_Ad_Chiro_MB_5,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2081,COCH_1_Ad_Chiro_MB_6,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2082,COCH_1_Ad_Chiro_MB_7,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2083,COCH_1_Ad_Chiro_MB_8,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2084,COCH_1_Ad_Mayfly_MB_1,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2085,COCH_1_Ad_Mayfly_MB_2,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2086,COCH_1_Ad_Mayfly_MB_3,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2087,COCH_1_Ad_Mayfly_MB_4,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2088,COCH_1_Ad_Mayfly_MB_5,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2089,COCH_1_Ad_Mayfly_MB_6,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2090,COCH_1_Ad_Mayfly_MB_7,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2091,COCH_1_Ad_Mayfly_MB_8,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2092,COCH_1_Ad_Caddis_MB_1,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2093,COCH_1_Ad_Caddis_MB_2,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2094,COCH_1_Ad_Caddis_MB_3,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2095,COCH_1_Ad_Caddis_MB_4,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2096,COCH_1_Ad_Caddis_MB_5,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2097,COCH_1_Ad_Caddis_MB_6,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2098,COCH_1_Ad_Caddis_MB_7,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2099,COCH_1_Ad_Caddis_MB_8,Cochrane,COCH,-114.490806,51.185778,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,12.5,10.27,256.9,0.008,142,6.2,0.025,1,8.3,,0.104,0.005,,
KK2100,GRVBR_1_Ad_Mayfly_MB_1,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2101,GRVBR_1_Ad_Mayfly_MB_2,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2102,GRVBR_1_Ad_Mayfly_MB_3,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2103,GRVBR_1_Ad_Mayfly_MB_4,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2104,GRVBR_1_Ad_Mayfly_MB_5,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2105,GRVBR_1_Ad_Mayfly_MB_6,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2106,GRVBR_1_Ad_Mayfly_MB_7,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2107,GRVBR_1_Ad_Mayfly_MB_8,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2108,GRVBR_1_Ad_Caddis_MB_1,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2109,GRVBR_1_Ad_Caddis_MB_2,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2110,GRVBR_1_Ad_Caddis_MB_3,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2111,GRVBR_1_Ad_Caddis_MB_4,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2112,GRVBR_1_Ad_Caddis_MB_5,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2113,GRVBR_1_Ad_Caddis_MB_6,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2114,GRVBR_1_Ad_Caddis_MB_7,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2115,GRVBR_1_Ad_Caddis_MB_8,Graves Bridge,GRVBR,-114.022,50.98931,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,,,,,,,,,,,,,,
KK2116,SUNAL_1_Ad_Mayfly_MB_1,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2117,SUNAL_1_Ad_Mayfly_MB_2,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
